0.0624,-42.0,-7.0,
0.0628,-50.0,41.0,
0.0632,-46.0,33.0,
0.0636,-48.0,49.0,
0.064,-50.0,17.0,
0.0644,-50.0,41.0,
0.0648,-32.0,49.0,
0.0652,-26.0,41.0,
0.0656,-30.0,49.0,
0.066,-41.0,33.0,
0.0664,-22.0,33.0,
0.0668,-15.0,41.0,
0.0672,-14.0,49.0,
0.0676,-16.0,1.0,
0.068,17.0,33.0,
0.0684,-13.0,41.0,
0.0688,-15.0,41.0,
0.0692,-3.0,17.0,
0.0696,19.0,9.0,
0.07,-6.0,17.0,
0.0704,10.0,-7.0,
0.0708,1.0,9.0,
0.0712,1.0,17.0,
0.0716,28.0,-39.0,
0.072,32.0,-47.0,
0.0724,22.0,-15.0,
0.0728,35.0,-39.0,
0.0732,23.0,-15.0,
0.0736,21.0,-7.0,
0.074,29.0,-31.0,
0.0744,26.0,-47.0,
0.0748,20.0,-15.0,
0.0752,19.0,-39.0,
0.0756,20.0,-39.0,
0.076,27.0,-55.0,
0.0764,11.0,-7.0,
0.0768,21.0,-7.0,
0.0772,19.0,-31.0,
0.0776,5.0,-7.0,
0.078,2.0,-31.0,
0.0784,-3.0,-23.0,
0.0788,11.0,-31.0,
0.0792,-5.0,-7.0,
0.0796,-8.0,-39.0,
0.08,15.0,-15.0,
0.0804,-8.0,9.0,
0.0808,-7.0,1.0,
0.0812,-7.0,1.0,
0.0816,4.0,1.0,
0.082,-13.0,-7.0,
0.0824,-23.0,1.0,
0.0828,-17.0,-7.0,
0.0832,-26.0,17.0,
0.0836,-31.0,25.0,
0.084,-24.0,9.0,
0.0844,-40.0,33.0,
0.0848,-35.0,33.0,
0.0852,-37.0,17.0,
0.0856,-38.0,17.0,
0.086,-30.0,1.0,
0.0864,-35.0,33.0,
0.0868,-28.0,41.0,
0.0872,-28.0,17.0,
0.0876,-29.0,33.0,
0.088,-50.0,41.0,
0.0884,-31.0,25.0,
0.0888,-29.0,33.0,
0.0892,-25.0,41.0,
0.0896,-39.0,-7.0,
0.09,1.0,41.0,
0.0904,-22.0,49.0,
0.0908,-29.0,41.0,
0.0912,-22.0,17.0,
0.0916,1.0,25.0,
0.092,-25.0,41.0,
0.0924,-22.0,25.0,
0.0928,-18.0,33.0,
0.0932,9.0,17.0,
0.0936,-9.0,9.0,
0.094,-22.0,33.0,
0.0944,-11.0,17.0,
0.0948,2.0,25.0,
0.0952,-11.0,17.0,
0.0956,2.0,-7.0,
0.096,-10.0,25.0,
0.0964,21.0,25.0,
0.0968,0.0,9.0,
0.0972,-4.0,9.0,
0.0976,-1.0,-15.0,
0.098,32.0,9.0,
0.0984,-6.0,25.0,
0.0988,-4.0,17.0,
0.0992,1.0,1.0,
0.0996,24.0,-7.0,
0.1,-7.0,17.0,
0.1004,4.0,1.0,
0.1008,1.0,17.0,
0.1012,38.0,1.0,
0.1016,12.0,-15.0,
0.102,5.0,1.0,
0.1024,10.0,-7.0,
0.1028,22.0,1.0,
0.1032,-7.0,17.0,
0.1036,23.0,-31.0,
0.104,2.0,-7.0,
0.1044,35.0,-15.0,
0.1048,10.0,-7.0,
0.1052,23.0,9.0,
0.1056,-2.0,17.0,
0.106,-1.0,9.0,
0.1064,-13.0,25.0,
0.1068,1.0,1.0,
0.1072,1.0,25.0,
0.1076,10.0,-15.0,
0.108,8.0,-31.0,
0.1084,2.0,-23.0,
0.1088,0.0,-31.0,
0.1092,7.0,25.0,
0.1096,6.0,-7.0,
0.11,1.0,-7.0,
0.1104,3.0,-23.0,
0.1108,5.0,-31.0,
0.1112,20.0,-39.0,
0.1116,2.0,1.0,
0.112,4.0,-7.0,
0.1124,10.0,-15.0,
0.1128,10.0,-23.0,
0.1132,4.0,-7.0,
0.1136,11.0,-15.0,
0.114,11.0,-7.0,
0.1144,1.0,-7.0,
0.1148,5.0,-23.0,
0.1152,1.0,1.0,
0.1156,-5.0,-7.0,
0.116,-4.0,1.0,
0.1164,-12.0,-15.0,
0.1168,13.0,-15.0,
0.1172,-12.0,25.0,
0.1176,-24.0,-31.0,
0.118,2.0,1.0,
0.1184,-11.0,-15.0,
0.1188,-5.0,-7.0,
0.1192,3.0,1.0,
0.1196,-3.0,-7.0,
0.12,-11.0,-15.0,
0.1204,2.0,-15.0,
0.1208,-3.0,25.0,
0.1212,-1.0,-15.0,
0.1216,8.0,-23.0,
0.122,-12.0,17.0,
0.1224,-15.0,-7.0,
0.1228,22.0,1.0,
0.1232,-2.0,-7.0,
0.1236,-4.0,9.0,
0.124,-3.0,1.0,
0.1244,6.0,-7.0,
0.1248,-14.0,17.0,
0.1252,9.0,-15.0,
0.1256,-1.0,1.0,
0.126,7.0,-7.0,
0.1264,-24.0,25.0,
0.1268,-25.0,25.0,
0.1272,-17.0,17.0,
0.1276,-23.0,25.0,
0.128,6.0,-7.0,
0.1284,-32.0,33.0,
0.1288,0.0,-7.0,
0.1292,7.0,-7.0,
0.1296,4.0,-7.0,
0.13,-8.0,9.0,
0.1304,3.0,1.0,
0.1308,-32.0,33.0,
0.1312,-22.0,25.0,
0.1316,-9.0,9.0,
0.132,-9.0,9.0,
0.1324,-16.0,17.0,
0.1328,-5.0,-7.0,
0.1332,-31.0,41.0,
0.1336,20.0,-15.0,
0.134,-14.0,17.0,
0.1344,-9.0,1.0,
0.1348,-5.0,-15.0,
0.1352,-24.0,33.0,
0.1356,-5.0,9.0,
0.136,1.0,-15.0,
0.1364,-18.0,25.0,
0.1368,-16.0,33.0,
0.1372,-8.0,-7.0,
0.1376,-8.0,9.0,
0.138,-7.0,17.0,
0.1384,-6.0,17.0,
0.1388,-13.0,9.0,
0.1392,-7.0,9.0,
0.1396,-11.0,1.0,
0.14,-10.0,-7.0,
0.1404,-7.0,33.0,
0.1408,6.0,25.0,
0.1412,-21.0,-7.0,
0.1416,2.0,-7.0,
0.142,36.0,25.0,
0.1424,5.0,17.0,
0.1428,-13.0,1.0,
0.1432,-29.0,9.0,
0.1436,3.0,17.0,
0.144,-10.0,-15.0,
0.1444,-25.0,-15.0,
0.1448,-12.0,-15.0,
0.1452,-19.0,-23.0,
0.1456,2.0,9.0,
0.146,-5.0,1.0,
0.1464,-16.0,-15.0,
0.1468,-31.0,-15.0,
0.1472,-25.0,-23.0,
0.1476,-8.0,-7.0,
0.148,32.0,17.0,
0.1484,-33.0,-15.0,
0.1488,-47.0,-31.0,
0.1492,-39.0,-23.0,
0.1496,-3.0,-7.0,
0.15,-33.0,-23.0,
0.1504,6.0,-7.0,
0.1508,-38.0,-7.0,
0.1512,8.0,-7.0,
0.1516,-5.0,1.0,
0.152,22.0,17.0,
0.1524,3.0,17.0,
0.1528,-24.0,1.0,
0.1532,-16.0,-7.0,
0.1536,-12.0,9.0,
0.154,9.0,17.0,
0.1544,25.0,33.0,
0.1548,-28.0,-15.0,
0.1552,-14.0,1.0,
0.1556,-14.0,1.0,
0.156,-20.0,-7.0,
0.1564,-36.0,-15.0,
0.1568,-28.0,-7.0,
0.1572,-35.0,-15.0,
0.1576,-10.0,1.0,
0.158,-25.0,-7.0,
0.1584,1.0,-7.0,
0.1588,-3.0,1.0,
0.1592,-20.0,-7.0,
0.1596,-4.0,1.0,
0.16,-12.0,-7.0,
0.1604,20.0,9.0,
0.1608,-10.0,1.0,
0.1612,-20.0,-7.0,
0.1616,-36.0,-15.0,
0.162,4.0,1.0,
0.1624,-27.0,-15.0,
0.1628,-10.0,1.0,
0.1632,21.0,17.0,
0.1636,-59.0,-31.0,
0.164,-4.0,1.0,
0.1644,-28.0,-15.0,
0.1648,29.0,17.0,
0.1652,-64.0,-39.0,
0.1656,1.0,9.0,
0.166,-41.0,-23.0,
0.1664,-12.0,-7.0,
0.1668,42.0,33.0,
0.1672,-14.0,1.0,
0.1676,4.0,1.0,
0.168,6.0,17.0,
0.1684,3.0,-15.0,
0.1688,-13.0,-15.0,
0.1692,-38.0,-15.0,
0.1696,-17.0,-7.0,
0.17,-30.0,-23.0,
0.1704,4.0,1.0,
0.1708,-1.0,17.0,
0.1712,-1.0,25.0,
0.1716,-29.0,-31.0,
0.172,-24.0,-7.0,
0.1724,6.0,25.0,
0.1728,3.0,1.0,
0.1732,9.0,9.0,
0.1736,-4.0,1.0,
0.174,3.0,17.0,
0.1744,-4.0,17.0,
0.1748,7.0,17.0,
0.1752,-6.0,17.0,
0.1756,-5.0,-15.0,
0.176,5.0,-15.0,
0.1764,-13.0,9.0,
0.1768,5.0,-7.0,
0.1772,-13.0,9.0,
0.1776,11.0,-23.0,
0.178,9.0,-15.0,
0.1784,-11.0,9.0,
0.1788,9.0,-15.0,
0.1792,9.0,-23.0,
0.1796,8.0,-15.0,
0.18,0.0,-7.0,
0.1804,-4.0,9.0,
0.1808,6.0,-15.0,
0.1812,-8.0,25.0,
0.1816,4.0,-23.0,
0.182,-9.0,17.0,
0.1824,-3.0,9.0,
0.1828,-9.0,-15.0,
0.1832,-8.0,1.0,
0.1836,-12.0,17.0,
0.184,-4.0,-15.0,
0.1844,6.0,-7.0,
0.1848,9.0,-23.0,
0.1852,11.0,-23.0,
0.1856,7.0,-15.0,
0.186,13.0,-15.0,
0.1864,-1.0,1.0,
0.1868,-3.0,1.0,
0.1872,12.0,-15.0,
0.1876,-2.0,1.0,
0.188,14.0,-15.0,
0.1884,-9.0,9.0,
0.1888,-17.0,17.0,
0.1892,24.0,-23.0,
0.1896,0.0,1.0,
0.19,31.0,-23.0,
0.1904,43.0,-31.0,
0.1908,44.0,-31.0,
0.1912,10.0,1.0,
0.1916,24.0,-15.0,
0.192,-8.0,9.0,
0.1924,1.0,1.0,
0.1928,10.0,1.0,
0.1932,51.0,-31.0,
0.1936,-30.0,25.0,
0.194,-2.0,1.0,
0.1944,26.0,-15.0,
0.1948,16.0,-15.0,
0.1952,48.0,-31.0,
0.1956,7.0,1.0,
0.196,-6.0,9.0,
0.1964,-5.0,1.0,
0.1968,-1.0,1.0,
0.1972,-17.0,17.0,
0.1976,-13.0,9.0,
0.198,5.0,-7.0,
0.1984,-25.0,25.0,
0.1988,-25.0,25.0,
0.1992,13.0,-15.0,
0.1996,19.0,-15.0,
0.2,40.0,-23.0,
0.2004,13.0,-7.0,
0.2008,-20.0,17.0,
0.2012,6.0,1.0,
0.2016,11.0,-7.0,
0.202,28.0,-23.0,
0.2024,6.0,-7.0,
0.2028,7.0,-7.0,
0.2032,9.0,-7.0,
0.2036,-3.0,9.0,
0.204,24.0,-15.0,
0.2044,24.0,-15.0,
0.2048,-2.0,1.0,
0.2052,-5.0,9.0,
0.2056,23.0,-15.0,
0.206,19.0,-15.0,
0.2064,14.0,-15.0,
0.2068,13.0,-15.0,
0.2072,14.0,-15.0,
0.2076,-8.0,9.0,
0.208,13.0,-23.0,
0.2084,-18.0,17.0,
0.2088,-9.0,17.0,
0.2092,1.0,-7.0,
0.2096,-1.0,1.0,
0.21,34.0,-31.0,
0.2104,17.0,-15.0,
0.2108,8.0,-7.0,
0.2112,-24.0,25.0,
0.2116,-35.0,33.0,
0.212,-9.0,9.0,
0.2124,7.0,-7.0,
0.2128,-17.0,17.0,
0.2132,18.0,-15.0,
0.2136,21.0,-15.0,
0.214,26.0,-15.0,
0.2144,0.0,1.0,
0.2148,18.0,-15.0,
0.2152,42.0,-39.0,
0.2156,-20.0,17.0,
0.216,1.0,1.0,
0.2164,30.0,-23.0,
0.2168,13.0,-7.0,
0.2172,26.0,-23.0,
0.2176,33.0,-23.0,
0.218,1.0,1.0,
0.2184,0.0,1.0,
0.2188,-62.0,49.0,
0.2192,2.0,1.0,
0.2196,41.0,-23.0,
0.22,28.0,-15.0,
0.2204,11.0,-15.0,
0.2208,23.0,-15.0,
0.2212,30.0,-23.0,
0.2216,31.0,-23.0,
0.222,44.0,-39.0,
0.2224,30.0,-23.0,
0.2228,-2.0,1.0,
0.2232,44.0,-31.0,
0.2236,-32.0,25.0,
0.224,31.0,-15.0,
0.2244,18.0,-7.0,
0.2248,-17.0,17.0,
0.2252,9.0,-7.0,
0.2256,-10.0,9.0,
0.226,-3.0,1.0,
0.2264,-4.0,-7.0,
0.2268,8.0,-31.0,
0.2272,-5.0,1.0,
0.2276,2.0,-7.0,
0.228,-21.0,49.0,
0.2284,-11.0,25.0,
0.2288,2.0,-15.0,
0.2292,10.0,-15.0,
0.2296,7.0,-23.0,
0.23,-4.0,1.0,
0.2304,-28.0,41.0,
0.2308,4.0,1.0,
0.2312,-1.0,-7.0,
0.2316,-17.0,17.0,
0.232,-14.0,25.0,
0.2324,-13.0,9.0,
0.2328,-5.0,-15.0,
0.2332,-9.0,-23.0,
0.2336,-21.0,17.0,
0.234,-5.0,-7.0,
0.2344,0.0,-7.0,
0.2348,-10.0,1.0,
0.2352,-7.0,9.0,
0.2356,-10.0,1.0,
0.236,-3.0,-15.0,
0.2364,-10.0,1.0,
0.2368,-3.0,25.0,
0.2372,-15.0,49.0,
0.2376,9.0,-15.0,
0.238,-18.0,25.0,
0.2384,-11.0,-15.0,
0.2388,11.0,-7.0,
0.2392,-1.0,-15.0,
0.2396,1.0,1.0,
0.24,-9.0,-7.0,
0.2404,-4.0,-7.0,
0.2408,1.0,-15.0,
0.2412,-15.0,25.0,
0.2416,-3.0,1.0,
0.242,15.0,-7.0,
0.2424,-14.0,17.0,
0.2428,-18.0,25.0,
0.2432,-2.0,-7.0,
0.2436,9.0,-31.0,
0.244,2.0,-15.0,
0.2444,-6.0,-15.0,
0.2448,-13.0,9.0,
0.2452,7.0,-15.0,
0.2456,2.0,-7.0,
0.246,2.0,-15.0,
0.2464,-2.0,-7.0,
0.2468,-2.0,-7.0,
0.2472,-9.0,9.0,
0.2476,-9.0,9.0,
0.248,6.0,-31.0,
0.2484,-19.0,41.0,
0.2488,-2.0,-7.0,
0.2492,17.0,-23.0,
0.2496,1.0,-7.0,
0.25,12.0,-23.0,
0.2504,4.0,-7.0,
0.2508,-11.0,9.0,
0.2512,-4.0,1.0,
0.2516,-8.0,9.0,
0.252,-3.0,1.0,
0.2524,-2.0,1.0,
0.2528,16.0,-15.0,
0.2532,-10.0,-7.0,
0.2536,24.0,-15.0,
0.254,20.0,-7.0,
0.2544,15.0,-7.0,
0.2548,16.0,-7.0,
0.2552,13.0,-7.0,
0.2556,-28.0,25.0,
0.256,-20.0,17.0,
0.2564,-20.0,17.0,
0.2568,-9.0,1.0,
0.2572,5.0,-7.0,
0.2576,17.0,-15.0,
0.258,-17.0,17.0,
0.2584,-1.0,1.0,
0.2588,4.0,-7.0,
0.2592,8.0,-7.0,
0.2596,-9.0,9.0,
0.26,-8.0,9.0,
0.2604,-9.0,9.0,
0.2608,-6.0,1.0,
0.2612,8.0,-7.0,
0.2616,12.0,-15.0,
0.262,12.0,-15.0,
0.2624,-5.0,9.0,
0.2628,7.0,-15.0,
0.2632,-2.0,1.0,
0.2636,-16.0,25.0,
0.264,-6.0,9.0,
0.2644,-5.0,1.0,
0.2648,0.0,-7.0,
0.2652,9.0,-7.0,
0.2656,9.0,-15.0,
0.266,4.0,-7.0,
0.2664,1.0,-7.0,
0.2668,-11.0,9.0,
0.2672,2.0,-7.0,
0.2676,-4.0,9.0,
0.268,5.0,-15.0,
0.2684,-17.0,25.0,
0.2688,-3.0,-7.0,
0.2692,1.0,-7.0,
0.2696,-12.0,1.0,
0.27,-14.0,33.0,
0.2704,-8.0,-7.0,
0.2708,-12.0,-7.0,
0.2712,-8.0,-7.0,
0.2716,-6.0,-15.0,
0.272,-1.0,-23.0,
0.2724,-3.0,-31.0,
0.2728,8.0,-39.0,
0.2732,-8.0,-7.0,
0.2736,-3.0,25.0,
0.274,-12.0,17.0,
0.2744,-11.0,17.0,
0.2748,-10.0,1.0,
0.2752,-6.0,-23.0,
0.2756,-15.0,-15.0,
0.276,-2.0,-7.0,
0.2764,5.0,9.0,
0.2768,-4.0,1.0,
0.2772,-13.0,9.0,
0.2776,-5.0,17.0,
0.278,-8.0,9.0,
0.2784,-1.0,25.0,
0.2788,-10.0,17.0,
0.2792,-16.0,1.0,
0.2796,-10.0,17.0,
0.28,-8.0,9.0,
0.2804,-5.0,-7.0,
0.2808,-4.0,-7.0,
0.2812,-12.0,25.0,
0.2816,-10.0,-15.0,
0.282,-4.0,1.0,
0.2824,-7.0,-31.0,
0.2828,-1.0,9.0,
0.2832,-11.0,-7.0,
0.2836,-21.0,-7.0,
0.284,-3.0,-7.0,
0.2844,-2.0,25.0,
0.2848,-6.0,9.0,
0.2852,-27.0,-15.0,
0.2856,-11.0,17.0,
0.286,-15.0,-7.0,
0.2864,-15.0,-23.0,
0.2868,-4.0,9.0,
0.2872,-36.0,-15.0,
0.2876,-24.0,-7.0,
0.288,-5.0,-7.0,
0.2884,-27.0,-15.0,
0.2888,5.0,9.0,
0.2892,-14.0,1.0,
0.2896,-21.0,9.0,
0.29,-32.0,-15.0,
0.2904,-5.0,9.0,
0.2908,3.0,9.0,
0.2912,9.0,33.0,
0.2916,-10.0,1.0,
0.292,11.0,-7.0,
0.2924,-3.0,9.0,
0.2928,-4.0,1.0,
0.2932,-13.0,9.0,
0.2936,-13.0,-15.0,
0.294,-12.0,-7.0,
0.2944,-3.0,-23.0,
0.2948,-12.0,17.0,
0.2952,-3.0,1.0,
0.2956,-8.0,9.0,
0.296,-22.0,33.0,
0.2964,-4.0,1.0,
0.2968,6.0,-23.0,
0.2972,-12.0,25.0,
0.2976,3.0,-23.0,
0.298,-8.0,-31.0,
0.2984,-13.0,25.0,
0.2988,-8.0,9.0,
0.2992,7.0,-15.0,
0.2996,-1.0,-7.0,
0.3,-9.0,9.0,
0.3004,6.0,-23.0,
0.3008,-3.0,1.0,
0.3012,-2.0,-7.0,
0.3016,0.0,9.0,
0.302,10.0,-7.0,
0.3024,-9.0,9.0,
0.3028,-1.0,-23.0,
0.3032,-5.0,-7.0,
0.3036,10.0,-7.0,
0.304,-18.0,17.0,
0.3044,-4.0,-23.0,
0.3048,-3.0,1.0,
0.3052,-7.0,-7.0,
0.3056,-3.0,1.0,
0.306,9.0,1.0,
0.3064,5.0,-15.0,
0.3068,1.0,-7.0,
0.3072,0.0,-7.0,
0.3076,4.0,-7.0,
0.308,0.0,1.0,
0.3084,6.0,-23.0,
0.3088,-6.0,1.0,
0.3092,6.0,-7.0,
0.3096,-9.0,9.0,
0.31,-13.0,33.0,
0.3104,-9.0,1.0,
0.3108,-3.0,-31.0,
0.3112,-15.0,33.0,
0.3116,-11.0,17.0,
0.312,-7.0,9.0,
0.3124,-11.0,-15.0,
0.3128,-8.0,25.0,
0.3132,-7.0,17.0,
0.3136,-17.0,17.0,
0.314,-7.0,-15.0,
0.3144,-8.0,9.0,
0.3148,-7.0,-23.0,
0.3152,-9.0,25.0,
0.3156,-13.0,9.0,
0.316,-8.0,9.0,
0.3164,-1.0,-7.0,
0.3168,-11.0,17.0,
0.3172,-16.0,17.0,
0.3176,-17.0,17.0,
0.318,-2.0,9.0,
0.3184,-10.0,1.0,
0.3188,-8.0,-7.0,
0.3192,-27.0,-15.0,
0.3196,-20.0,1.0,
0.32,-20.0,-23.0,
0.3204,9.0,33.0,
0.3208,2.0,1.0,
0.3212,-7.0,33.0,
0.3216,-10.0,-15.0,
0.322,-16.0,1.0,
0.3224,-5.0,17.0,
0.3228,-7.0,17.0,
0.3232,14.0,-15.0,
0.3236,-20.0,-15.0,
0.324,-10.0,1.0,
0.3244,-5.0,-7.0,
0.3248,-18.0,1.0,
0.3252,-1.0,-7.0,
0.3256,2.0,-31.0,
0.326,-11.0,-31.0,
0.3264,-14.0,-23.0,
0.3268,-4.0,-23.0,
0.3272,-2.0,25.0,
0.3276,-6.0,-15.0,
0.328,-4.0,-7.0,
0.3284,-8.0,1.0,
0.3288,-12.0,25.0,
0.3292,-3.0,-7.0,
0.3296,16.0,-39.0,
0.33,-9.0,-7.0,
0.3304,-2.0,-23.0,
0.3308,-8.0,1.0,
0.3312,-11.0,17.0,
0.3316,-5.0,-7.0,
0.332,1.0,-15.0,
0.3324,-5.0,9.0,
0.3328,0.0,-23.0,
0.3332,-16.0,25.0,
0.3336,3.0,-7.0,
0.334,1.0,-15.0,
0.3344,13.0,1.0,
0.3348,-11.0,17.0,
0.3352,10.0,-23.0,
0.3356,10.0,-15.0,
0.336,10.0,-7.0,
0.3364,8.0,-15.0,
0.3368,-13.0,17.0,
0.3372,-5.0,1.0,
0.3376,-9.0,9.0,
0.338,-1.0,-7.0,
0.3384,-9.0,9.0,
0.3388,7.0,-15.0,
0.3392,4.0,-15.0,
0.3396,6.0,-15.0,
0.34,3.0,-15.0,
0.3404,-15.0,17.0,
0.3408,8.0,1.0,
0.3412,-3.0,1.0,
0.3416,8.0,-23.0,
0.342,0.0,-7.0,
0.3424,18.0,-23.0,
0.3428,-15.0,25.0,
0.3432,-5.0,9.0,
0.3436,-6.0,9.0,
0.344,-24.0,33.0,
0.3444,-2.0,-7.0,
0.3448,-6.0,1.0,
0.3452,-11.0,9.0,
0.3456,-2.0,1.0,
0.346,-3.0,1.0,
0.3464,3.0,-7.0,
0.3468,3.0,-7.0,
0.3472,4.0,-7.0,
0.3476,-22.0,25.0,
0.348,-22.0,25.0,
0.3484,-2.0,1.0,
0.3488,16.0,-15.0,
0.3492,7.0,-7.0,
0.3496,31.0,-23.0,
0.35,0.0,1.0,
0.3504,-10.0,9.0,
0.3508,-9.0,9.0,
0.3512,10.0,-15.0,
0.3516,-9.0,9.0,
0.352,14.0,-15.0,
0.3524,16.0,-15.0,
0.3528,40.0,-31.0,
0.3532,-17.0,17.0,
0.3536,-9.0,9.0,
0.354,-9.0,9.0,
0.3544,-1.0,1.0,
0.3548,-28.0,25.0,
0.3552,16.0,-15.0,
0.3556,25.0,-15.0,
0.356,10.0,1.0,
0.3564,1.0,1.0,
0.3568,1.0,1.0,
0.3572,-7.0,9.0,
0.3576,15.0,-7.0,
0.358,36.0,-23.0,
0.3584,25.0,-7.0,
0.3588,29.0,-15.0,
0.3592,0.0,9.0,
0.3596,-29.0,17.0,
0.36,19.0,1.0,
0.3604,36.0,-15.0,
0.3608,-8.0,17.0,
0.3612,-7.0,9.0,
0.3616,-3.0,9.0,
0.362,-36.0,25.0,
0.3624,-1.0,9.0,
0.3628,17.0,-7.0,
0.3632,20.0,-15.0,
0.3636,-17.0,17.0,
0.364,-25.0,25.0,
0.3644,-9.0,9.0,
0.3648,-4.0,1.0,
0.3652,4.0,-15.0,
0.3656,-3.0,1.0,
0.366,-9.0,9.0,
0.3664,-12.0,17.0,
0.3668,-10.0,1.0,
0.3672,4.0,-15.0,
0.3676,-6.0,1.0,
0.368,1.0,1.0,
0.3684,-5.0,9.0,
0.3688,-17.0,41.0,
0.3692,-12.0,1.0,
0.3696,1.0,1.0,
0.37,19.0,-23.0,
0.3704,-3.0,-7.0,
0.3708,2.0,-15.0,
0.3712,-8.0,1.0,
0.3716,-10.0,-7.0,
0.372,-10.0,-23.0,
0.3724,-8.0,1.0,
0.3728,-5.0,-15.0,
0.3732,-5.0,-15.0,
0.3736,-11.0,-15.0,
0.374,-14.0,-7.0,
0.3744,-5.0,-15.0,
0.3748,-3.0,1.0,
0.3752,-12.0,33.0,
0.3756,6.0,-31.0,
0.376,-2.0,1.0,
